"행정구역","2026년04월_전체세대","2026년04월_1인세대","2026년04월_2인세대","2026년04월_3인세대","2026년04월_4인세대","2026년04월_5인세대","2026년04월_6인세대","2026년04월_7인세대","2026년04월_8인세대","2026년04월_9인세대","2026년04월_10인이상세대"
"충청남도 부여군 내산면(4476034000)","835","417","325","47","26","14","3","2","1","0","0"
"충청남도 부여군 구룡면(4476035000)","1,225","617","414","117","55","17","3","1","0","1","0"
"충청남도 부여군 홍산면(4476036000)","1,425","705","497","131","59","23","7","2","0","1","0"
"충청남도 부여군 옥산면(4476037000)","800","426","285","58","19","7","4","1","0","0","0"
"충청남도 부여군 남면(4476038000)","973","488","359","77","30","9","6","4","0","0","0"
"충청남도 부여군 충화면(4476039000)","658","366","225","46","15","5","1","0","0","0","0"
"충청남도 부여군 양화면(4476040000)","944","524","324","61","26","6","1","2","0","0","0"
"충청남도 부여군 임천면(4476041000)","1,522","837","482","132","43","18","6","2","2","0","0"
"충청남도 부여군 장암면(4476042000)","1,437","765","481","122","42","19","4","0","2","2","0"
"충청남도 부여군 세도면(4476043000)","1,629","827","582","133","56","21","8","1","0","1","0"
"충청남도 부여군 석성면(4476044000)","1,405","688","479","149","58","24","6","0","0","0","1"
"충청남도 부여군 초촌면(4476045000)","1,095","560","385","100","32","12","5","1","0","0","0"
"충청남도 서천군 (4477000000)","26,100","13,035","8,418","2,654","1,313","497","124","34","14","2","9"
"충청남도 서천군 장항읍(4477025000)","5,847","3,098","1,648","626","348","94","24","7","1","0","1"
"충청남도 서천군 서천읍(4477025300)","6,053","2,498","1,911","861","519","194","49","13","5","1","2"
"충청남도 서천군 마서면(4477031000)","2,516","1,297","855","211","98","42","8","0","4","0","1"
"충청남도 서천군 화양면(4477032000)","1,176","594","427","96","35","18","4","1","1","0","0"
"충청남도 서천군 기산면(4477033000)","888","472","315","66","27","5","1","2","0","0","0"
"충청남도 서천군 한산면(4477034000)","1,331","698","460","109","43","12","8","0","0","1","0"
"충청남도 서천군 마산면(4477035000)","792","404","287","51","24","19","2","4","1","0","0"
"충청남도 서천군 시초면(4477036000)","673","356","233","54","15","11","4","0","0","0","0"
"충청남도 서천군 문산면(4477037000)","707","378","249","57","13","9","1","0","0","0","0"
"충청남도 서천군 판교면(4477038000)","1,124","584","406","83","31","15","3","2","0","0","0"
"충청남도 서천군 종천면(4477039000)","1,177","662","369","87","35","15","5","2","0","0","2"
"충청남도 서천군 비인면(4477040000)","1,572","800","565","138","40","22","5","0","0","0","2"
"충청남도 서천군 서면(4477041000)","2,244","1,194","693","215","85","41","10","3","2","0","1"
"충청남도 청양군 (4479000000)","17,018","8,875","5,137","1,725","840","312","90","22","11","1","5"
"충청남도 청양군 청양읍(4479025000)","5,795","3,227","1,392","586","401","140","33","12","1","0","3"
"충청남도 청양군 운곡면(4479031000)","1,198","630","391","118","42","10","6","0","1","0","0"
"충청남도 청양군 대치면(4479032000)","1,229","612","419","119","46","20","9","3","1","0","0"
"충청남도 청양군 정산면(4479033000)","1,955","1,028","570","201","96","44","10","1","3","0","2"
"충청남도 청양군 목면(4479034000)","788","381","271","83","32","13","7","1","0","0","0"
"충청남도 청양군 청남면(4479035000)","1,010","488","363","98","42","14","4","0","1","0","0"
"충청남도 청양군 장평면(4479036000)","1,227","563","455","133","50","15","8","2","1","0","0"
"충청남도 청양군 남양면(4479037000)","1,497","781","487","143","57","20","6","2","1","0","0"
"충청남도 청양군 화성면(4479038000)","1,152","576","398","120","36","15","4","1","1","1","0"
"충청남도 청양군 비봉면(4479039000)","1,167","589","391","124","38","21","3","0","1","0","0"
"충청남도 홍성군 (4480000000)","51,115","22,976","14,630","7,103","4,731","1,341","257","55","14","3","5"
"충청남도 홍성군 홍성읍(4480025000)","17,390","8,190","4,765","2,368","1,496","459","85","17","8","1","1"
"충청남도 홍성군 광천읍(4480025300)","4,067","2,060","1,367","408","156","49","17","4","1","2","3"
"충청남도 홍성군 홍북읍(4480025600)","16,925","6,424","3,981","3,116","2,611","670","103","18","2","0","0"
"충청남도 홍성군 금마면(4480032000)","1,839","915","639","178","79","20","5","3","0","0","0"
"충청남도 홍성군 홍동면(4480033000)","1,720","762","634","200","85","29","6","3","1","0","0"
"충청남도 홍성군 장곡면(4480034000)","1,542","773","548","140","53","17","9","2","0","0","0"
"충청남도 홍성군 은하면(4480035000)","1,129","565","395","118","28","16","6","1","0","0","0"
"충청남도 홍성군 결성면(4480036000)","1,119","547","439","93","29","6","3","0","1","0","1"
"충청남도 홍성군 서부면(4480037000)","1,640","783","597","156","74","21","6","2","1","0","0"
"충청남도 홍성군 갈산면(4480038000)","1,918","1,020","642","162","51","32","9","2","0","0","0"
"충청남도 홍성군 구항면(4480039000)","1,826","937","623","164","69","22","8","3","0","0","0"
"충청남도 예산군 (4481000000)","41,222","18,920","12,978","5,335","2,858","879","175","56","10","5","6"
"충청남도 예산군 예산읍(4481025000)","14,911","6,796","4,431","1,974","1,247","370","71","16","4","1","1"
"충청남도 예산군 삽교읍(4481025300)","8,978","3,526","2,595","1,570","973","263","32","15","1","2","1"
"충청남도 예산군 대술면(4481031000)","1,284","622","483","125","42","9","3","0","0","0","0"
"충청남도 예산군 신양면(4481032000)","1,595","779","560","174","49","21","10","1","0","1","0"
"충청남도 예산군 광시면(4481033000)","1,626","827","569","147","58","22","2","1","0","0","0"
"충청남도 예산군 대흥면(4481034000)","952","474","341","92","28","11","5","0","1","0","0"
"충청남도 예산군 응봉면(4481035000)","1,247","632","400","140","49","15","7","3","1","0","0"
"충청남도 예산군 덕산면(4481036000)","3,336","1,731","1,061","338","130","49","12","9","2","1","3"
"충청남도 예산군 봉산면(4481037000)","1,291","634","448","122","51","25","7","3","0","0","1"
"충청남도 예산군 고덕면(4481038000)","2,223","1,075","772","245","91","24","14","2","0","0","0"
"충청남도 예산군 신암면(4481039000)","1,750","866","602","187","59","30","5","1","0","0","0"
"충청남도 예산군 오가면(4481040000)","2,029","958","716","221","81","40","7","5","1","0","0"
"충청남도 태안군 (4482500000)","33,383","17,060","10,353","3,479","1,758","554","138","31","8","2","0"
"충청남도 태안군 태안읍(4482525000)","14,848","6,952","4,305","1,964","1,177","367","64","15","3","1","0"
"충청남도 태안군 안면읍(4482525300)","4,532","2,472","1,412","380","182","61","16","8","1","0","0"
"충청남도 태안군 고남면(4482531000)","1,308","677","457","110","47","11","5","0","1","0","0"
"충청남도 태안군 남면(4482532000)","2,505","1,408","771","204","82","26","13","1","0","0","0"
"충청남도 태안군 근흥면(4482533000)","3,259","1,822","1,048","275","75","26","10","1","2","0","0"
"충청남도 태안군 소원면(4482534000)","3,107","1,663","1,081","241","76","29","14","3","0","0","0"
"충청남도 태안군 원북면(4482535000)","2,575","1,419","859","189","73","23","9","2","0","1","0"
"충청남도 태안군 이원면(4482536000)","1,249","647","420","116","46","11","7","1","1","0","0"
"전북특별자치도  (5200000000)","872,176","406,446","233,667","121,659","81,652","22,691","4,487","1,052","255","93","174"
"전북특별자치도 전주시 (5211000000)","297,575","127,893","74,905","48,252","35,615","8,999","1,483","316","60","28","24"
"전북특별자치도 전주시 완산구 (5211100000)","152,992","66,723","39,986","24,164","16,898","4,231","772","159","26","15","18"
"전북특별자치도 전주시 완산구 중앙동(5211151000)","4,813","2,246","1,245","737","434","120","25","4","1","0","1"
"전북특별자치도 전주시 완산구 풍남동(5211153000)","2,131","1,359","512","164","70","14","10","1","0","0","1"
"전북특별자치도 전주시 완산구 노송동(5211160500)","5,285","2,686","1,434","655","382","102","19","3","0","1","3"
"전북특별자치도 전주시 완산구 완산동(5211163500)","2,532","1,325","641","295","194","55","15","4","2","0","1"
"전북특별자치도 전주시 완산구 동서학동(5211165000)","3,072","1,582","869","356","180","65","16","2","0","1","1"
"전북특별자치도 전주시 완산구 서서학동(5211166000)","4,240","2,166","1,252","484","247","70","15","4","1","0","1"
"전북특별자치도 전주시 완산구 중화산1동(5211167100)","6,314","2,643","1,744","1,003","636","222","56","10","0","0","0"
"전북특별자치도 전주시 완산구 중화산2동(5211167200)","9,293","4,551","2,002","1,321","1,105","253","45","10","2","1","3"
"전북특별자치도 전주시 완산구 서신동(5211168000)","17,554","6,946","4,544","3,144","2,272","535","91","20","0","1","1"
"전북특별자치도 전주시 완산구 평화1동(5211169100)","7,001","4,223","1,682","664","325","87","14","4","1","1","0"
"전북특별자치도 전주시 완산구 평화2동(5211169200)","18,531","6,339","5,369","3,499","2,539","649","112","22","2","0","0"
"전북특별자치도 전주시 완산구 삼천1동(5211170100)","4,999","1,861","1,532","853","574","148","22","5","2","1","1"
"전북특별자치도 전주시 완산구 삼천2동(5211170200)","5,841","2,647","1,707","855","456","135","31","8","1","1","0"
"전북특별자치도 전주시 완산구 삼천3동(5211170300)","9,121","3,281","2,750","1,612","1,147","269","46","10","3","2","1"
"전북특별자치도 전주시 완산구 효자1동(5211171100)","5,331","1,892","1,628","951","645","173","32","7","1","1","1"
"전북특별자치도 전주시 완산구 효자2동(5211171200)","4,421","1,958","1,332","650","377","82","18","4","0","0","0"
"전북특별자치도 전주시 완산구 효자3동(5211171300)","6,003","1,939","1,903","1,209","719","185","36","7","2","2","1"
"전북특별자치도 전주시 완산구 효자4동(5211171400)","17,361","6,805","4,057","3,031","2,709","626","108","17","5","2","1"
"전북특별자치도 전주시 완산구 효자5동(5211173000)","19,149","10,274","3,783","2,681","1,887","441","61","17","3","1","1"
"전북특별자치도 전주시 덕진구 (5211300000)","144,583","61,170","34,919","24,088","18,717","4,768","711","157","34","13","6"
"전북특별자치도 전주시 덕진구 진북동(5211352500)","6,342","3,033","1,874","821","426","137","39","9","3","0","0"
"전북특별자치도 전주시 덕진구 인후1동(5211354000)","7,419","2,689","2,076","1,261","1,008","310","55","15","3","2","0"
"전북특별자치도 전주시 덕진구 인후2동(5211355000)","5,622","3,096","1,422","682","292","99","25","5","0","1","0"
"전북특별자치도 전주시 덕진구 인후3동(5211356000)","14,484","6,785","3,410","2,242","1,533","434","58","14","5","2","1"
"전북특별자치도 전주시 덕진구 덕진동(5211357000)","10,906","6,181","2,155","1,342","951","223","43","7","3","1","0"
"전북특별자치도 전주시 덕진구 금암동(5211357500)","11,792","8,154","2,067","909","454","171","26","8","2","1","0"
"전북특별자치도 전주시 덕진구 팔복동(5211360000)","4,488","2,835","1,037","395","154","50","12","3","1","0","1"
"전북특별자치도 전주시 덕진구 우아1동(5211361100)","5,797","2,656","1,496","913","597","108","21","4","2","0","0"
"전북특별자치도 전주시 덕진구 우아2동(5211361200)","7,761","4,484","1,737","854","508","135","38","3","2","0","0"
"전북특별자치도 전주시 덕진구 호성동(5211362000)","7,857","2,575","2,388","1,510","1,013","307","49","11","2","1","1"
"전북특별자치도 전주시 덕진구 송천1동(5211364100)","13,692","4,552","3,440","2,730","2,308","580","65","12","3","1","1"
"전북특별자치도 전주시 덕진구 송천2동(5211364200)","10,396","3,434","2,989","1,954","1,496","429","70","18","4","1","1"
"전북특별자치도 전주시 덕진구 송천3동(5211364300)","11,440","1,922","2,427","3,040","3,282","686","67","15","0","1","0"
"전북특별자치도 전주시 덕진구 조촌동(5211365000)","6,384","3,150","1,649","869","544","143","26","3","0","0","0"
"전북특별자치도 전주시 덕진구 여의동(5211366500)","7,062","2,655","2,037","1,230","863","225","40","9","2","1","0"
"전북특별자치도 전주시 덕진구 혁신동(5211367000)","13,141","2,969","2,715","3,336","3,288","731","77","21","2","1","1"
"전북특별자치도 군산시 (5213000000)","126,630","56,284","34,247","19,119","12,900","3,233","617","153","41","10","26"
"전북특별자치도 군산시 옥구읍(5213025000)","1,528","732","523","173","57","21","16","5","0","0","1"
"전북특별자치도 군산시 옥산면(5213031000)","1,844","615","572","325","255","56","17","4","0","0","0"
"전북특별자치도 군산시 회현면(5213032000)","1,456","627","448","185","129","49","11","3","2","0","2"
"전북특별자치도 군산시 임피면(5213033000)","1,353","738","394","140","59","13","6","2","0","0","1"
"전북특별자치도 군산시 서수면(5213034000)","1,254","638","409","133","47","19","2","1","1","0","4"
"전북특별자치도 군산시 대야면(5213035000)","2,429","1,204","792","267","110","39","10","6","0","0","1"
"전북특별자치도 군산시 개정면(5213036000)","1,417","622","501","189","76","17","8","2","1","1","0"
"전북특별자치도 군산시 성산면(5213037000)","1,337","613","466","166","61","22","4","3","1","1","0"
"전북특별자치도 군산시 나포면(5213038000)","1,138","609","360","108","36","17","4","0","1","0","3"
"전북특별자치도 군산시 옥도면(5213039000)","1,646","958","450","138","71","25","2","2","0","0","0"
"전북특별자치도 군산시 옥서면(5213040000)","1,430","736","450","151","62","24","6","1","0","0","0"
"전북특별자치도 군산시 해신동(5213051500)","1,129","653","302","114","43","13","3","0","0","0","1"
"전북특별자치도 군산시 월명동(5213053000)","2,582","1,378","790","278","98","31","6","0","0","0","1"
"전북특별자치도 군산시 신풍동(5213055000)","3,037","1,460","897","400","205","55","11","5","3","0","1"
